,time,open,high,low,close,%Change
0,"15-Jun-2022, 04:00:00",1808.28,1808.84,1807.91,1807.91,-0.0205
1,"15-Jun-2022, 05:00:00",1807.23,1809.58,1807.1,1808.78,0.0858
2,"15-Jun-2022, 06:00:00",1808.65,1811.26,1807.41,1810.7,0.1133
3,"15-Jun-2022, 07:00:00",1810.76,1812.06,1807.6,1811.38,0.0342
4,"15-Jun-2022, 08:00:00",1811.38,1817.7,1810.26,1815.96,0.2528
5,"15-Jun-2022, 09:00:00",1815.78,1819.93,1815.41,1817.45,0.092
6,"15-Jun-2022, 10:00:00",1817.45,1817.45,1813.36,1815.59,-0.1023
7,"15-Jun-2022, 11:00:00",1815.59,1816.77,1812.99,1814.41,-0.065
8,"15-Jun-2022, 12:00:00",1814.41,1819.06,1812.99,1818.01,0.1984
9,"15-Jun-2022, 13:00:00",1817.88,1822.96,1817.2,1820.42,0.1397
10,"15-Jun-2022, 14:00:00",1820.36,1824.14,1818.19,1820.86,0.0275
11,"15-Jun-2022, 15:00:00",1820.67,1822.96,1817.08,1822.22,0.0851
12,"15-Jun-2022, 16:00:00",1822.22,1826.25,1820.18,1825.38,0.1734
13,"15-Jun-2022, 17:00:00",1825.38,1827.73,1823.27,1825.32,-0.0033
14,"15-Jun-2022, 18:00:00",1825.26,1835.6,1824.14,1831.14,0.3221
15,"15-Jun-2022, 19:00:00",1830.96,1836.59,1827.98,1831.57,0.0333
16,"15-Jun-2022, 20:00:00",1831.57,1833.0,1822.9,1823.71,-0.4291
17,"15-Jun-2022, 21:00:00",1824.02,1825.01,1818.38,1819.93,-0.2242
18,"15-Jun-2022, 22:00:00",1819.93,1824.88,1818.75,1821.35,0.078
19,"15-Jun-2022, 23:00:00",1821.29,1824.08,1819.0,1819.74,-0.0851
20,"16-Jun-2022, 00:00:00",1819.8,1822.34,1815.65,1820.92,0.0615
21,"16-Jun-2022, 01:00:00",1820.86,1840.25,1812.99,1830.83,0.5475
22,"16-Jun-2022, 02:00:00",1830.71,1841.98,1829.53,1831.88,0.0639
23,"16-Jun-2022, 03:00:00",1831.64,1835.66,1830.77,1833.8,0.1179
24,"16-Jun-2022, 04:00:00",1833.56,1833.74,1832.63,1833.31,-0.0136
25,"16-Jun-2022, 05:00:00",1833.31,1835.6,1832.07,1833.19,-0.0065
26,"16-Jun-2022, 06:00:00",1833.5,1835.35,1830.65,1833.8,0.0164
27,"16-Jun-2022, 07:00:00",1833.8,1836.41,1831.95,1834.18,0.0207
28,"16-Jun-2022, 08:00:00",1834.18,1835.04,1829.65,1830.83,-0.1826
29,"16-Jun-2022, 09:00:00",1830.77,1832.19,1828.85,1831.82,0.0574
30,"16-Jun-2022, 10:00:00",1831.82,1833.74,1829.96,1832.63,0.0442
31,"16-Jun-2022, 11:00:00",1832.63,1833.06,1828.85,1831.02,-0.0879
32,"16-Jun-2022, 12:00:00",1830.96,1833.62,1829.53,1831.39,0.0235
33,"16-Jun-2022, 13:00:00",1831.39,1833.0,1827.18,1830.09,-0.071
34,"16-Jun-2022, 14:00:00",1830.34,1830.71,1825.57,1830.21,-0.0071
35,"16-Jun-2022, 15:00:00",1830.21,1833.68,1827.55,1833.43,0.1759
36,"16-Jun-2022, 16:00:00",1833.5,1836.1,1828.48,1830.03,-0.1893
37,"16-Jun-2022, 17:00:00",1829.96,1831.95,1818.88,1819.74,-0.5585
38,"16-Jun-2022, 18:00:00",1819.8,1823.34,1814.79,1819.12,-0.0374
39,"16-Jun-2022, 19:00:00",1819.25,1833.37,1818.69,1829.41,0.5585
40,"16-Jun-2022, 20:00:00",1829.41,1832.38,1825.69,1827.86,-0.0847
41,"16-Jun-2022, 21:00:00",1827.92,1833.68,1824.7,1832.38,0.244
42,"16-Jun-2022, 22:00:00",1832.38,1846.94,1831.45,1845.27,0.7035
43,"16-Jun-2022, 23:00:00",1845.33,1852.89,1844.03,1849.91,0.2482
44,"17-Jun-2022, 00:00:00",1850.22,1851.09,1845.02,1848.12,-0.1135
45,"17-Jun-2022, 01:00:00",1848.12,1849.97,1846.32,1849.35,0.0666
46,"17-Jun-2022, 02:00:00",1849.23,1852.7,1848.3,1852.08,0.1541
47,"17-Jun-2022, 03:00:00",1852.14,1857.53,1851.4,1857.22,0.2743
48,"17-Jun-2022, 04:00:00",1857.22,1857.22,1855.73,1856.17,-0.0565
49,"17-Jun-2022, 05:00:00",1857.16,1857.9,1849.54,1850.66,-0.35
50,"17-Jun-2022, 06:00:00",1850.53,1852.08,1849.11,1850.78,0.0135
51,"17-Jun-2022, 07:00:00",1850.84,1851.52,1844.83,1846.5,-0.2345
52,"17-Jun-2022, 08:00:00",1846.57,1847.62,1843.84,1844.65,-0.104
53,"17-Jun-2022, 09:00:00",1844.89,1846.38,1841.61,1843.72,-0.0634
54,"17-Jun-2022, 10:00:00",1843.78,1845.02,1840.87,1842.17,-0.0873
55,"17-Jun-2022, 11:00:00",1842.04,1845.76,1841.24,1845.58,0.1922
56,"17-Jun-2022, 12:00:00",1845.58,1847.25,1844.34,1845.27,-0.0168
57,"17-Jun-2022, 13:00:00",1845.27,1847.31,1843.9,1844.83,-0.0238
58,"17-Jun-2022, 14:00:00",1845.02,1850.1,1841.24,1848.73,0.2011
59,"17-Jun-2022, 15:00:00",1848.55,1851.21,1847.43,1850.04,0.0806
60,"17-Jun-2022, 16:00:00",1849.91,1852.58,1846.75,1847.68,-0.1205
61,"17-Jun-2022, 17:00:00",1847.87,1848.67,1844.46,1845.14,-0.1477
62,"17-Jun-2022, 18:00:00",1845.02,1848.67,1844.03,1847.93,0.1577
63,"17-Jun-2022, 19:00:00",1847.74,1853.07,1843.84,1851.21,0.1878
64,"17-Jun-2022, 20:00:00",1851.27,1851.71,1840.93,1842.04,-0.4986
65,"17-Jun-2022, 21:00:00",1842.04,1843.22,1836.47,1840.31,-0.0939
66,"17-Jun-2022, 22:00:00",1840.31,1844.96,1837.96,1841.05,0.0402
67,"17-Jun-2022, 23:00:00",1841.11,1842.42,1837.52,1839.32,-0.0972
68,"18-Jun-2022, 00:00:00",1839.26,1841.24,1835.97,1836.9,-0.1283
69,"18-Jun-2022, 01:00:00",1836.84,1839.88,1835.54,1836.59,-0.0136
70,"18-Jun-2022, 02:00:00",1836.65,1837.96,1833.37,1837.03,0.0207
71,"18-Jun-2022, 03:00:00",1836.78,1841.98,1835.48,1838.82,0.1111
72,"18-Jun-2022, 04:00:00",1840.31,1840.31,1838.51,1839.26,-0.0571
73,"20-Jun-2022, 05:00:00",1840.31,1840.37,1834.42,1838.7,-0.0875
74,"20-Jun-2022, 06:00:00",1839.01,1839.44,1837.15,1838.39,-0.0337
75,"20-Jun-2022, 07:00:00",1838.33,1840.56,1836.72,1839.88,0.0843
76,"20-Jun-2022, 08:00:00",1839.69,1842.11,1836.34,1836.72,-0.1614
77,"20-Jun-2022, 09:00:00",1836.78,1844.03,1834.86,1842.29,0.3
78,"20-Jun-2022, 10:00:00",1842.35,1846.13,1842.04,1843.78,0.0776
79,"20-Jun-2022, 11:00:00",1843.84,1845.27,1842.73,1843.16,-0.0369
80,"20-Jun-2022, 12:00:00",1843.53,1844.46,1841.42,1842.17,-0.0738
81,"20-Jun-2022, 13:00:00",1842.23,1844.83,1840.74,1842.73,0.0271
